window,method,date,ret
develop_validate,tsmom,2021-09-10,-1.358e-05
develop_validate,tsmom,2021-09-13,-0.00075613
develop_validate,tsmom,2021-09-14,-0.00013506
develop_validate,tsmom,2021-09-15,-3.931e-05
develop_validate,tsmom,2021-09-16,-0.00156472
develop_validate,tsmom,2021-09-17,-0.00099822
develop_validate,tsmom,2021-09-20,-0.00109211
develop_validate,tsmom,2021-09-21,-0.00112056
develop_validate,tsmom,2021-09-22,-0.00119443
develop_validate,tsmom,2021-09-23,0.00030012
develop_validate,tsmom,2021-09-24,0.00053734
develop_validate,tsmom,2021-09-27,0.00124687
develop_validate,tsmom,2021-09-28,0.00184538
develop_validate,tsmom,2021-09-29,0.00062348
develop_validate,tsmom,2021-09-30,8.304e-05
develop_validate,tsmom,2021-10-01,-0.00073892
develop_validate,tsmom,2021-10-04,0.0013292
develop_validate,tsmom,2021-10-05,-0.00036242
develop_validate,tsmom,2021-10-06,-0.00112363
develop_validate,tsmom,2021-10-07,-0.00041893
develop_validate,tsmom,2021-10-08,0.00121177
develop_validate,tsmom,2021-10-11,0.00045674
develop_validate,tsmom,2021-10-12,0.00010147
develop_validate,tsmom,2021-10-13,-0.00141084
develop_validate,tsmom,2021-10-14,0.00033602
develop_validate,tsmom,2021-10-15,0.00133118
develop_validate,tsmom,2021-10-18,-0.0002403
develop_validate,tsmom,2021-10-19,0.00123247
develop_validate,tsmom,2021-10-20,0.0014914
develop_validate,tsmom,2021-10-21,-0.00148334
develop_validate,tsmom,2021-10-22,5.873e-05
develop_validate,tsmom,2021-10-25,0.0009425
develop_validate,tsmom,2021-10-26,0.0004938
develop_validate,tsmom,2021-10-27,0.00013072
develop_validate,tsmom,2021-10-28,0.00018032
develop_validate,tsmom,2021-10-29,-0.00057981
develop_validate,tsmom,2021-11-01,0.00144978
develop_validate,tsmom,2021-11-02,-0.00015294
develop_validate,tsmom,2021-11-03,-0.00054925
develop_validate,tsmom,2021-11-04,0.00011068
develop_validate,tsmom,2021-11-05,-0.00015734
develop_validate,tsmom,2021-11-08,-0.0003171
develop_validate,tsmom,2021-11-09,-0.00035635
develop_validate,tsmom,2021-11-10,-0.00025423
develop_validate,tsmom,2021-11-11,0.00089959
develop_validate,tsmom,2021-11-12,-5.7e-07
develop_validate,tsmom,2021-11-15,0.00066157
develop_validate,tsmom,2021-11-16,-9.604e-05
develop_validate,tsmom,2021-11-17,0.00066308
develop_validate,tsmom,2021-11-18,-0.00091099
develop_validate,tsmom,2021-11-19,0.00100866
develop_validate,tsmom,2021-11-22,0.00087801
develop_validate,tsmom,2021-11-23,0.00034685
develop_validate,tsmom,2021-11-24,0.0004268
develop_validate,tsmom,2021-11-26,-0.00700681
develop_validate,tsmom,2021-11-29,5.15e-05
develop_validate,tsmom,2021-11-30,-2.651e-05
develop_validate,tsmom,2021-12-01,-0.00188262
develop_validate,tsmom,2021-12-02,0.00035486
develop_validate,tsmom,2021-12-03,-9.855e-05
develop_validate,tsmom,2021-12-06,-0.00076537
develop_validate,tsmom,2021-12-07,-0.00136046
develop_validate,tsmom,2021-12-08,-0.00015491
develop_validate,tsmom,2021-12-09,0.00013684
develop_validate,tsmom,2021-12-10,-0.00160023
develop_validate,tsmom,2021-12-13,-0.00076235
develop_validate,tsmom,2021-12-14,-0.00091079
develop_validate,tsmom,2021-12-15,-0.00020037
develop_validate,tsmom,2021-12-16,-0.00208841
develop_validate,tsmom,2021-12-17,-0.00130132
develop_validate,tsmom,2021-12-20,0.00019632
develop_validate,tsmom,2021-12-21,-0.00176791
develop_validate,tsmom,2021-12-22,-0.00098322
develop_validate,tsmom,2021-12-23,-0.00044318
develop_validate,tsmom,2021-12-27,0.00101345
develop_validate,tsmom,2021-12-28,-0.00024392
develop_validate,tsmom,2021-12-29,-0.0003499
develop_validate,tsmom,2021-12-30,-0.00011469
develop_validate,tsmom,2021-12-31,8.331e-05
develop_validate,xs_momentum,2010-01-03,0.0
develop_validate,xs_momentum,2010-01-04,0.0
develop_validate,xs_momentum,2010-01-05,0.0
develop_validate,xs_momentum,2010-01-06,0.0
develop_validate,xs_momentum,2010-01-07,0.0
develop_validate,xs_momentum,2010-01-08,0.0
develop_validate,xs_momentum,2010-01-10,0.0
develop_validate,xs_momentum,2010-01-11,0.0
develop_validate,xs_momentum,2010-01-12,0.0
develop_validate,xs_momentum,2010-01-13,0.0
develop_validate,xs_momentum,2010-01-14,0.0
develop_validate,xs_momentum,2010-01-15,0.0
develop_validate,xs_momentum,2010-01-17,0.0
develop_validate,xs_momentum,2010-01-18,0.0
develop_validate,xs_momentum,2010-01-19,0.0
develop_validate,xs_momentum,2010-01-20,0.0
develop_validate,xs_momentum,2010-01-21,0.0
develop_validate,xs_momentum,2010-01-22,0.0
develop_validate,xs_momentum,2010-01-24,0.0
develop_validate,xs_momentum,2010-01-25,0.0
develop_validate,xs_momentum,2010-01-26,0.0
develop_validate,xs_momentum,2010-01-27,0.0
develop_validate,xs_momentum,2010-01-28,0.0
develop_validate,xs_momentum,2010-01-29,0.0
develop_validate,xs_momentum,2010-01-31,0.0
develop_validate,xs_momentum,2010-02-01,0.0
develop_validate,xs_momentum,2010-02-02,0.0
develop_validate,xs_momentum,2010-02-03,0.0
develop_validate,xs_momentum,2010-02-04,0.0
develop_validate,xs_momentum,2010-02-05,0.0
develop_validate,xs_momentum,2010-02-07,0.0
develop_validate,xs_momentum,2010-02-08,0.0
develop_validate,xs_momentum,2010-02-09,0.0
develop_validate,xs_momentum,2010-02-10,0.0
develop_validate,xs_momentum,2010-02-11,0.0
develop_validate,xs_momentum,2010-02-12,0.0
develop_validate,xs_momentum,2010-02-14,0.0
develop_validate,xs_momentum,2010-02-15,0.0
develop_validate,xs_momentum,2010-02-16,0.0
develop_validate,xs_momentum,2010-02-17,0.0
develop_validate,xs_momentum,2010-02-18,0.0
develop_validate,xs_momentum,2010-02-19,0.0
develop_validate,xs_momentum,2010-02-21,0.0
develop_validate,xs_momentum,2010-02-22,0.0
develop_validate,xs_momentum,2010-02-23,0.0
develop_validate,xs_momentum,2010-02-24,0.0
develop_validate,xs_momentum,2010-02-25,0.0
develop_validate,xs_momentum,2010-02-26,0.0
develop_validate,xs_momentum,2010-02-28,0.0
develop_validate,xs_momentum,2010-03-01,0.0
develop_validate,xs_momentum,2010-03-02,0.0
develop_validate,xs_momentum,2010-03-03,0.0
develop_validate,xs_momentum,2010-03-04,0.0
develop_validate,xs_momentum,2010-03-05,0.0
develop_validate,xs_momentum,2010-03-07,0.0
develop_validate,xs_momentum,2010-03-08,0.0
develop_validate,xs_momentum,2010-03-09,0.0
develop_validate,xs_momentum,2010-03-10,0.0
develop_validate,xs_momentum,2010-03-11,0.0
develop_validate,xs_momentum,2010-03-12,0.0
develop_validate,xs_momentum,2010-03-14,0.0
develop_validate,xs_momentum,2010-03-15,0.0
develop_validate,xs_momentum,2010-03-16,0.0
develop_validate,xs_momentum,2010-03-17,0.0
develop_validate,xs_momentum,2010-03-18,0.0
develop_validate,xs_momentum,2010-03-19,0.0
develop_validate,xs_momentum,2010-03-21,0.0
develop_validate,xs_momentum,2010-03-22,0.0
develop_validate,xs_momentum,2010-03-23,0.0
develop_validate,xs_momentum,2010-03-24,0.0
develop_validate,xs_momentum,2010-03-25,0.0
develop_validate,xs_momentum,2010-03-26,0.0
develop_validate,xs_momentum,2010-03-28,0.0
develop_validate,xs_momentum,2010-03-29,0.0
develop_validate,xs_momentum,2010-03-30,0.0
develop_validate,xs_momentum,2010-03-31,0.0
develop_validate,xs_momentum,2010-04-01,0.0
develop_validate,xs_momentum,2010-04-02,0.0
develop_validate,xs_momentum,2010-04-04,0.0
develop_validate,xs_momentum,2010-04-05,0.0
develop_validate,xs_momentum,2010-04-06,0.0
develop_validate,xs_momentum,2010-04-07,0.0
develop_validate,xs_momentum,2010-04-08,0.0
develop_validate,xs_momentum,2010-04-09,0.0
develop_validate,xs_momentum,2010-04-11,0.0
develop_validate,xs_momentum,2010-04-12,0.0
develop_validate,xs_momentum,2010-04-13,0.0
develop_validate,xs_momentum,2010-04-14,0.0
develop_validate,xs_momentum,2010-04-15,0.0
develop_validate,xs_momentum,2010-04-16,0.0
develop_validate,xs_momentum,2010-04-18,0.0
develop_validate,xs_momentum,2010-04-19,0.0
develop_validate,xs_momentum,2010-04-20,0.0
develop_validate,xs_momentum,2010-04-21,0.0
develop_validate,xs_momentum,2010-04-22,0.0
develop_validate,xs_momentum,2010-04-23,0.0
develop_validate,xs_momentum,2010-04-25,0.0
develop_validate,xs_momentum,2010-04-26,0.0
develop_validate,xs_momentum,2010-04-27,0.0
develop_validate,xs_momentum,2010-04-28,0.0
develop_validate,xs_momentum,2010-04-29,0.0
develop_validate,xs_momentum,2010-04-30,0.0
develop_validate,xs_momentum,2010-05-02,0.0
develop_validate,xs_momentum,2010-05-03,0.0
develop_validate,xs_momentum,2010-05-04,0.0
develop_validate,xs_momentum,2010-05-05,0.0
develop_validate,xs_momentum,2010-05-06,0.0
develop_validate,xs_momentum,2010-05-07,0.0
develop_validate,xs_momentum,2010-05-09,0.0
develop_validate,xs_momentum,2010-05-10,0.0
develop_validate,xs_momentum,2010-05-11,0.0
develop_validate,xs_momentum,2010-05-12,0.0
develop_validate,xs_momentum,2010-05-13,0.0
develop_validate,xs_momentum,2010-05-14,0.0
develop_validate,xs_momentum,2010-05-16,0.0
develop_validate,xs_momentum,2010-05-17,0.0
develop_validate,xs_momentum,2010-05-18,0.0
develop_validate,xs_momentum,2010-05-19,0.0
develop_validate,xs_momentum,2010-05-20,0.0
develop_validate,xs_momentum,2010-05-21,0.0
develop_validate,xs_momentum,2010-05-23,0.0
develop_validate,xs_momentum,2010-05-24,0.0
develop_validate,xs_momentum,2010-05-25,0.0
develop_validate,xs_momentum,2010-05-26,0.0
develop_validate,xs_momentum,2010-05-27,0.0
develop_validate,xs_momentum,2010-05-28,0.0
develop_validate,xs_momentum,2010-05-30,0.0
develop_validate,xs_momentum,2010-05-31,0.0
develop_validate,xs_momentum,2010-06-01,0.0
develop_validate,xs_momentum,2010-06-02,0.0
develop_validate,xs_momentum,2010-06-03,0.0
develop_validate,xs_momentum,2010-06-04,0.0
develop_validate,xs_momentum,2010-06-06,0.0
develop_validate,xs_momentum,2010-06-07,0.0
develop_validate,xs_momentum,2010-06-08,0.0
develop_validate,xs_momentum,2010-06-09,0.0
develop_validate,xs_momentum,2010-06-10,0.0
develop_validate,xs_momentum,2010-06-11,0.0
develop_validate,xs_momentum,2010-06-13,0.0
develop_validate,xs_momentum,2010-06-14,0.0
develop_validate,xs_momentum,2010-06-15,0.0
develop_validate,xs_momentum,2010-06-16,0.0
develop_validate,xs_momentum,2010-06-17,0.0
develop_validate,xs_momentum,2010-06-18,0.0
develop_validate,xs_momentum,2010-06-20,0.0
develop_validate,xs_momentum,2010-06-21,0.0
develop_validate,xs_momentum,2010-06-22,0.0
develop_validate,xs_momentum,2010-06-23,0.0
develop_validate,xs_momentum,2010-06-24,0.0
develop_validate,xs_momentum,2010-06-25,0.0
develop_validate,xs_momentum,2010-06-27,0.0
develop_validate,xs_momentum,2010-06-28,0.0
develop_validate,xs_momentum,2010-06-29,0.0
develop_validate,xs_momentum,2010-06-30,0.0
develop_validate,xs_momentum,2010-07-01,0.0
develop_validate,xs_momentum,2010-07-02,0.0
develop_validate,xs_momentum,2010-07-04,0.0
develop_validate,xs_momentum,2010-07-05,0.0
develop_validate,xs_momentum,2010-07-06,0.0
develop_validate,xs_momentum,2010-07-07,0.0
develop_validate,xs_momentum,2010-07-08,0.0
develop_validate,xs_momentum,2010-07-09,0.0
develop_validate,xs_momentum,2010-07-11,0.0
develop_validate,xs_momentum,2010-07-12,0.0
develop_validate,xs_momentum,2010-07-13,0.0
develop_validate,xs_momentum,2010-07-14,0.0
develop_validate,xs_momentum,2010-07-15,0.0
develop_validate,xs_momentum,2010-07-16,0.0
develop_validate,xs_momentum,2010-07-18,0.0
develop_validate,xs_momentum,2010-07-19,0.0
develop_validate,xs_momentum,2010-07-20,0.0
develop_validate,xs_momentum,2010-07-21,0.0
develop_validate,xs_momentum,2010-07-22,0.0
develop_validate,xs_momentum,2010-07-23,0.0
develop_validate,xs_momentum,2010-07-25,0.0
develop_validate,xs_momentum,2010-07-26,0.0
develop_validate,xs_momentum,2010-07-27,0.0
develop_validate,xs_momentum,2010-07-28,0.0
develop_validate,xs_momentum,2010-07-29,0.0
develop_validate,xs_momentum,2010-07-30,0.0
develop_validate,xs_momentum,2010-08-01,0.0
develop_validate,xs_momentum,2010-08-02,0.0
develop_validate,xs_momentum,2010-08-03,0.0
develop_validate,xs_momentum,2010-08-04,0.0
develop_validate,xs_momentum,2010-08-05,0.0
develop_validate,xs_momentum,2010-08-06,0.0
develop_validate,xs_momentum,2010-08-08,0.0
develop_validate,xs_momentum,2010-08-09,0.0
develop_validate,xs_momentum,2010-08-10,0.0
develop_validate,xs_momentum,2010-08-11,0.0
develop_validate,xs_momentum,2010-08-12,0.0
develop_validate,xs_momentum,2010-08-13,0.0
develop_validate,xs_momentum,2010-08-15,0.0
develop_validate,xs_momentum,2010-08-16,0.0
develop_validate,xs_momentum,2010-08-17,0.0
develop_validate,xs_momentum,2010-08-18,0.0
develop_validate,xs_momentum,2010-08-19,0.0
develop_validate,xs_momentum,2010-08-20,0.0
develop_validate,xs_momentum,2010-08-22,0.0
develop_validate,xs_momentum,2010-08-23,0.0
develop_validate,xs_momentum,2010-08-24,0.0
develop_validate,xs_momentum,2010-08-25,0.0
develop_validate,xs_momentum,2010-08-26,0.0
develop_validate,xs_momentum,2010-08-27,0.0
develop_validate,xs_momentum,2010-08-29,0.0
develop_validate,xs_momentum,2010-08-30,0.0
develop_validate,xs_momentum,2010-08-31,0.0
develop_validate,xs_momentum,2010-09-01,0.0
develop_validate,xs_momentum,2010-09-02,0.0
develop_validate,xs_momentum,2010-09-03,0.0
develop_validate,xs_momentum,2010-09-05,0.0
develop_validate,xs_momentum,2010-09-06,0.0
develop_validate,xs_momentum,2010-09-07,0.0
develop_validate,xs_momentum,2010-09-08,0.0
develop_validate,xs_momentum,2010-09-09,0.0
develop_validate,xs_momentum,2010-09-10,0.0
develop_validate,xs_momentum,2010-09-12,0.0
develop_validate,xs_momentum,2010-09-13,0.0
develop_validate,xs_momentum,2010-09-14,0.0
develop_validate,xs_momentum,2010-09-15,0.0
develop_validate,xs_momentum,2010-09-16,0.0
develop_validate,xs_momentum,2010-09-17,0.0
develop_validate,xs_momentum,2010-09-19,0.0
develop_validate,xs_momentum,2010-09-20,0.0
develop_validate,xs_momentum,2010-09-21,0.0
develop_validate,xs_momentum,2010-09-22,0.0
develop_validate,xs_momentum,2010-09-23,0.0
develop_validate,xs_momentum,2010-09-24,0.0
develop_validate,xs_momentum,2010-09-26,0.0
develop_validate,xs_momentum,2010-09-27,0.0
develop_validate,xs_momentum,2010-09-28,0.0
develop_validate,xs_momentum,2010-09-29,0.0
develop_validate,xs_momentum,2010-09-30,0.0
develop_validate,xs_momentum,2010-10-01,0.0
develop_validate,xs_momentum,2010-10-03,0.0
develop_validate,xs_momentum,2010-10-04,0.0
develop_validate,xs_momentum,2010-10-05,0.0
develop_validate,xs_momentum,2010-10-06,0.0
develop_validate,xs_momentum,2010-10-07,0.0
develop_validate,xs_momentum,2010-10-08,0.0
develop_validate,xs_momentum,2010-10-10,0.0
develop_validate,xs_momentum,2010-10-11,0.0
develop_validate,xs_momentum,2010-10-12,0.0
develop_validate,xs_momentum,2010-10-13,0.0
develop_validate,xs_momentum,2010-10-14,0.0
develop_validate,xs_momentum,2010-10-15,0.0
develop_validate,xs_momentum,2010-10-17,0.0
develop_validate,xs_momentum,2010-10-18,0.0
develop_validate,xs_momentum,2010-10-19,0.0
develop_validate,xs_momentum,2010-10-20,0.0
develop_validate,xs_momentum,2010-10-21,0.0
develop_validate,xs_momentum,2010-10-22,0.0
develop_validate,xs_momentum,2010-10-24,0.0
develop_validate,xs_momentum,2010-10-25,0.0
develop_validate,xs_momentum,2010-10-26,0.0
develop_validate,xs_momentum,2010-10-27,0.0
develop_validate,xs_momentum,2010-10-28,0.0
develop_validate,xs_momentum,2010-10-29,0.0
develop_validate,xs_momentum,2010-10-31,0.0
develop_validate,xs_momentum,2010-11-01,0.0
develop_validate,xs_momentum,2010-11-02,0.0
develop_validate,xs_momentum,2010-11-03,0.0
develop_validate,xs_momentum,2010-11-04,0.0
develop_validate,xs_momentum,2010-11-05,0.0
develop_validate,xs_momentum,2010-11-07,0.0
develop_validate,xs_momentum,2010-11-08,0.0
develop_validate,xs_momentum,2010-11-09,0.0
develop_validate,xs_momentum,2010-11-10,0.0
develop_validate,xs_momentum,2010-11-11,0.0
develop_validate,xs_momentum,2010-11-12,0.0
develop_validate,xs_momentum,2010-11-14,0.0
develop_validate,xs_momentum,2010-11-15,0.0
develop_validate,xs_momentum,2010-11-16,0.0
develop_validate,xs_momentum,2010-11-17,0.0
develop_validate,xs_momentum,2010-11-18,0.0
develop_validate,xs_momentum,2010-11-19,0.0
develop_validate,xs_momentum,2010-11-21,0.0
develop_validate,xs_momentum,2010-11-22,0.0
develop_validate,xs_momentum,2010-11-23,0.0
develop_validate,xs_momentum,2010-11-24,0.0
develop_validate,xs_momentum,2010-11-25,0.0
develop_validate,xs_momentum,2010-11-26,0.0
develop_validate,xs_momentum,2010-11-28,0.0
develop_validate,xs_momentum,2010-11-29,0.0
develop_validate,xs_momentum,2010-11-30,0.0
develop_validate,xs_momentum,2010-12-01,0.0
develop_validate,xs_momentum,2010-12-02,0.0
develop_validate,xs_momentum,2010-12-03,0.0
develop_validate,xs_momentum,2010-12-05,0.0
develop_validate,xs_momentum,2010-12-06,0.0
develop_validate,xs_momentum,2010-12-07,0.0
develop_validate,xs_momentum,2010-12-08,0.0
develop_validate,xs_momentum,2010-12-09,0.0
develop_validate,xs_momentum,2010-12-10,0.0
develop_validate,xs_momentum,2010-12-12,0.0
develop_validate,xs_momentum,2010-12-13,0.0
develop_validate,xs_momentum,2010-12-14,0.0
develop_validate,xs_momentum,2010-12-15,0.0
develop_validate,xs_momentum,2010-12-16,0.0
develop_validate,xs_momentum,2010-12-17,0.0
develop_validate,xs_momentum,2010-12-19,0.0
develop_validate,xs_momentum,2010-12-20,0.0
develop_validate,xs_momentum,2010-12-21,0.0
develop_validate,xs_momentum,2010-12-22,-2.071e-05
develop_validate,xs_momentum,2010-12-23,-0.0002973
develop_validate,xs_momentum,2010-12-26,0.00011796
develop_validate,xs_momentum,2010-12-27,-2.231e-05
develop_validate,xs_momentum,2010-12-28,-0.00030683
develop_validate,xs_momentum,2010-12-29,-1.731e-05
develop_validate,xs_momentum,2010-12-30,-0.00013538
develop_validate,xs_momentum,2010-12-31,-0.0001704
develop_validate,xs_momentum,2011-01-02,2.551e-05
develop_validate,xs_momentum,2011-01-03,0.00105719
develop_validate,xs_momentum,2011-01-04,-0.0005415
develop_validate,xs_momentum,2011-01-05,0.00239288
develop_validate,xs_momentum,2011-01-06,4.307e-05
develop_validate,xs_momentum,2011-01-07,-0.00069021
develop_validate,xs_momentum,2011-01-09,5.094e-05
develop_validate,xs_momentum,2011-01-10,-0.00040859
develop_validate,xs_momentum,2011-01-11,-0.0002434
develop_validate,xs_momentum,2011-01-12,0.00041589
develop_validate,xs_momentum,2011-01-13,-6.719e-05
develop_validate,xs_momentum,2011-01-14,-0.00050325
develop_validate,xs_momentum,2011-01-16,3.831e-05
develop_validate,xs_momentum,2011-01-17,-0.00084874
develop_validate,xs_momentum,2011-01-18,0.0016089
develop_validate,xs_momentum,2011-01-19,-0.00273575
develop_validate,xs_momentum,2011-01-20,6.152e-05
develop_validate,xs_momentum,2011-01-21,-0.00029478
develop_validate,xs_momentum,2011-01-23,5.596e-05
develop_validate,xs_momentum,2011-01-24,0.00154905
develop_validate,xs_momentum,2011-01-25,-0.00072981
develop_validate,xs_momentum,2011-01-26,0.00188628
develop_validate,xs_momentum,2011-01-27,-6.398e-05
develop_validate,xs_momentum,2011-01-28,-0.00181834
develop_validate,xs_momentum,2011-01-30,0.00018327
develop_validate,xs_momentum,2011-01-31,0.00077575
develop_validate,xs_momentum,2011-02-01,0.00099226
develop_validate,xs_momentum,2011-02-02,0.00059798
develop_validate,xs_momentum,2011-02-03,0.00097986
develop_validate,xs_momentum,2011-02-04,0.00179827
develop_validate,xs_momentum,2011-02-06,-1.459e-05
develop_validate,xs_momentum,2011-02-07,0.00130843
develop_validate,xs_momentum,2011-02-08,0.00174221
develop_validate,xs_momentum,2011-02-09,-0.00037633
develop_validate,xs_momentum,2011-02-10,0.00057947
develop_validate,xs_momentum,2011-02-11,0.00087476
develop_validate,xs_momentum,2011-02-13,-5.228e-05
develop_validate,xs_momentum,2011-02-14,0.00025092
develop_validate,xs_momentum,2011-02-15,-0.00229371
develop_validate,xs_momentum,2011-02-16,9.06e-06
develop_validate,xs_momentum,2011-02-17,0.00117279
develop_validate,xs_momentum,2011-02-18,-0.00123462
develop_validate,xs_momentum,2011-02-20,-2.244e-05
develop_validate,xs_momentum,2011-02-21,-0.00042293
develop_validate,xs_momentum,2011-02-22,-0.00431897
develop_validate,xs_momentum,2011-02-23,-0.00029284
develop_validate,xs_momentum,2011-02-24,-0.00056235
develop_validate,xs_momentum,2011-02-25,0.00156055
develop_validate,xs_momentum,2011-02-27,5.85e-06
develop_validate,xs_momentum,2011-02-28,-0.00026176
develop_validate,xs_momentum,2011-03-01,0.00085454
develop_validate,xs_momentum,2011-03-02,0.00035822
develop_validate,xs_momentum,2011-03-03,0.00113049
develop_validate,xs_momentum,2011-03-04,-0.000958
develop_validate,xs_momentum,2011-03-06,-1.927e-05
develop_validate,xs_momentum,2011-03-07,-0.00151604
develop_validate,xs_momentum,2011-03-08,0.0005169
develop_validate,xs_momentum,2011-03-09,-0.00179754
develop_validate,xs_momentum,2011-03-10,-0.00117528
develop_validate,xs_momentum,2011-03-11,-0.00169501
develop_validate,xs_momentum,2011-03-13,8.547e-05
develop_validate,xs_momentum,2011-03-14,-0.00107758
develop_validate,xs_momentum,2011-03-15,-0.00407351
develop_validate,xs_momentum,2011-03-16,0.00027549
develop_validate,xs_momentum,2011-03-17,0.00063044
develop_validate,xs_momentum,2011-03-18,0.000489
develop_validate,xs_momentum,2011-03-20,-3.783e-05
develop_validate,xs_momentum,2011-03-21,0.00038386
develop_validate,xs_momentum,2011-03-22,0.00013504
develop_validate,xs_momentum,2011-03-23,0.00052443
develop_validate,xs_momentum,2011-03-24,0.0014181
develop_validate,xs_momentum,2011-03-25,-0.00024202
develop_validate,xs_momentum,2011-03-27,2.632e-05
develop_validate,xs_momentum,2011-03-28,-0.00071741
develop_validate,xs_momentum,2011-03-29,0.0013241
develop_validate,xs_momentum,2011-03-30,-0.00102362
develop_validate,xs_momentum,2011-03-31,0.00167643
develop_validate,xs_momentum,2011-04-01,4.44e-05
develop_validate,xs_momentum,2011-04-03,4.052e-05
develop_validate,xs_momentum,2011-04-04,0.0009765
develop_validate,xs_momentum,2011-04-05,0.00063041
develop_validate,xs_momentum,2011-04-06,0.00060298
develop_validate,xs_momentum,2011-04-07,0.00025107
develop_validate,xs_momentum,2011-04-08,0.00083605
develop_validate,xs_momentum,2011-04-10,-0.00010678
develop_validate,xs_momentum,2011-04-11,-0.00012966
develop_validate,xs_momentum,2011-04-12,-0.00353786
develop_validate,xs_momentum,2011-04-13,-0.00024762
develop_validate,xs_momentum,2011-04-14,-0.00037129
develop_validate,xs_momentum,2011-04-15,7.468e-05
develop_validate,xs_momentum,2011-04-17,0.00020245
develop_validate,xs_momentum,2011-04-18,0.0013957
develop_validate,xs_momentum,2011-04-19,-0.00093441
develop_validate,xs_momentum,2011-04-20,-5.824e-05
develop_validate,xs_momentum,2011-04-21,-0.00010361
develop_validate,xs_momentum,2011-04-24,-2.488e-05
develop_validate,xs_momentum,2011-04-25,0.0004922
develop_validate,xs_momentum,2011-04-26,-0.00053764
develop_validate,xs_momentum,2011-04-27,-3.366e-05
develop_validate,xs_momentum,2011-04-28,-0.00236586
develop_validate,xs_momentum,2011-04-29,0.00122227
develop_validate,xs_momentum,2011-05-01,0.00018225
develop_validate,xs_momentum,2011-05-02,-0.00040414
develop_validate,xs_momentum,2011-05-03,-4.574e-05
develop_validate,xs_momentum,2011-05-04,-0.0012891
develop_validate,xs_momentum,2011-05-05,0.00024577
develop_validate,xs_momentum,2011-05-06,-0.00052133
develop_validate,xs_momentum,2011-05-08,0.00020873
develop_validate,xs_momentum,2011-05-09,0.0007754
develop_validate,xs_momentum,2011-05-10,0.00060225
develop_validate,xs_momentum,2011-05-11,-0.00141707
develop_validate,xs_momentum,2011-05-12,0.00010494
develop_validate,xs_momentum,2011-05-13,-0.00081134
develop_validate,xs_momentum,2011-05-15,-0.00043468
develop_validate,xs_momentum,2011-05-16,-0.00114272
develop_validate,xs_momentum,2011-05-17,0.00148459
develop_validate,xs_momentum,2011-05-18,0.00234695
develop_validate,xs_momentum,2011-05-19,-9.554e-05
develop_validate,xs_momentum,2011-05-20,-0.00103122
develop_validate,xs_momentum,2011-05-22,-5.159e-05
develop_validate,xs_momentum,2011-05-23,-0.00089554
develop_validate,xs_momentum,2011-05-24,-0.00080238
develop_validate,xs_momentum,2011-05-25,0.00079874
develop_validate,xs_momentum,2011-05-26,-0.00062871
develop_validate,xs_momentum,2011-05-27,-0.00050893
develop_validate,xs_momentum,2011-05-29,-8.6e-06
develop_validate,xs_momentum,2011-05-30,-1.112e-05
develop_validate,xs_momentum,2011-05-31,-0.0004241
develop_validate,xs_momentum,2011-06-01,-0.00194477
develop_validate,xs_momentum,2011-06-02,0.00026062
develop_validate,xs_momentum,2011-06-03,-0.00088818
develop_validate,xs_momentum,2011-06-05,-5.31e-06
develop_validate,xs_momentum,2011-06-06,-0.00155027
develop_validate,xs_momentum,2011-06-07,-9.38e-06
develop_validate,xs_momentum,2011-06-08,4.192e-05
develop_validate,xs_momentum,2011-06-09,0.00159622
develop_validate,xs_momentum,2011-06-10,-0.00098525
develop_validate,xs_momentum,2011-06-12,-0.00015884
develop_validate,xs_momentum,2011-06-13,-0.00053197
develop_validate,xs_momentum,2011-06-14,0.00082822
develop_validate,xs_momentum,2011-06-15,-0.00163059
develop_validate,xs_momentum,2011-06-16,-0.00058024
develop_validate,xs_momentum,2011-06-17,0.00035978
develop_validate,xs_momentum,2011-06-19,-7.594e-05
develop_validate,xs_momentum,2011-06-20,4.695e-05
develop_validate,xs_momentum,2011-06-21,0.00107494
develop_validate,xs_momentum,2011-06-22,-0.00108203
develop_validate,xs_momentum,2011-06-23,-0.00025624
develop_validate,xs_momentum,2011-06-24,-0.00134206
develop_validate,xs_momentum,2011-06-26,-5.301e-05
develop_validate,xs_momentum,2011-06-27,0.00032893
develop_validate,xs_momentum,2011-06-28,0.00253468
develop_validate,xs_momentum,2011-06-29,0.0010701
develop_validate,xs_momentum,2011-06-30,-0.00181655
develop_validate,xs_momentum,2011-07-01,0.00092184
develop_validate,xs_momentum,2011-07-03,0.00014093
develop_validate,xs_momentum,2011-07-04,6.943e-05
develop_validate,xs_momentum,2011-07-05,0.00041725
develop_validate,xs_momentum,2011-07-06,0.00044983
develop_validate,xs_momentum,2011-07-07,0.0027119
develop_validate,xs_momentum,2011-07-08,-0.00170927
develop_validate,xs_momentum,2011-07-10,-4.133e-05
develop_validate,xs_momentum,2011-07-11,-0.00175947
develop_validate,xs_momentum,2011-07-12,0.00021018
develop_validate,xs_momentum,2011-07-13,-0.00044135
develop_validate,xs_momentum,2011-07-14,4.665e-05
develop_validate,xs_momentum,2011-07-15,-0.00034011
develop_validate,xs_momentum,2011-07-17,1.398e-05
develop_validate,xs_momentum,2011-07-18,-0.00013184
develop_validate,xs_momentum,2011-07-19,0.00118155
